,First Name,Last Name,DOB,Gender,Selected Race,Guardian First,Guardian Last,Street,City,State,Zip,ELIGIBLE,ERRORS,ERROR TYPE
51,Rex,CERDA,5/20/04,Boy,Hispanic,ELMER,CERDA,3479 Turkey Pen Lane,Oopstown,ST,36104,True,False,None
52,Clinton,MISHRA,9/15/09,Boy,AAPI,ROSS,MISHRA,415 Clair Street,Oopstown,ST,76628,True,False,None
53,Eric,OLSEN,3/8/07,Boy,White,CLEO,OLSEN,533 Marigold Lane,Oopstown,ST,33069,True,False,None
54,Renata,GONZALEZ,1/22/04,Girl,Hispanic,ANGELINE,GONZALEZ,2851 Jarvis Street,Oopstown,ST,14211,True,False,None
55,Connor,WEINSTEIN,1/31/00,Boy,White,CATALINA,WEINSTEIN,1770 Hilltop Drive,Oopstown,ST,79542,True,False,None
56,Emmaline,DANTZLER,10/15/01,Girl,Black,BYRON,WILLIAMS,434 Jarvisville Road,Oopstown,ST,11050,True,False,None
57,Chevy,JEFFERSON,11/9/10,Boy,Black,HUGH,TOOMER,2221 Southern Avenue,Oopstown,ST,50103,True,False,None
58,Sutton,COBBS,4/1/06,Girl,Black,NADIA,COBBS,885 Eagle Lane,Oopstown,ST,58203,True,False,None
59,Logan,WHALEN,4/20/05,Boy,White,SYBIL,HAAS,2121 Skips Lane,Oopstown,ST,85034,True,False,None
60,Jocelyn,SCHULTZ,5/30/06,Girl,White,CLAUDETTE,SCHULTZ,4466 Turkey Pen Road,Oopstown,ST,10038,True,False,None
61,Clara,HARTMAN,6/15/07,Girl,White,MORGAN,HARTMAN,70 Cherry Camp Road,Oopstown,ST,60148,True,False,None
62,Anders,BANUELOS,1/24/09,Boy,Hispanic,BETTE,BANUELOS,3681 Werninger Street,Oopstown,ST,77032,True,False,None
63,Sarah,KAISER,8/12/99,Girl,White,LILY,KAISER,3646 Green Avenue,Oopstown,ST,95113,True,False,None
64,Azaria,TAO,3/17/07,Girl,AAPI,SALVADOR,KHUU,2630 Mount Street,Oopstown,ST,48607,True,False,None
65,Claire,MCKENNA,2/3/00,Girl,White,THERESE,MCKENNA,2934 Fraggle Drive,Oopstown,ST,60540,True,False,None
66,Kylie,CRONIN,2/16/10,Girl,White,EARLINE,CRONIN,1522 Bagwell Avenue,Oopstown,ST,34471,True,False,None
67,Brent,WASHINGTON,1/24/05,Boy,Black,CHASITY,WASHINGTON,4899 School House Road,Oopstown,ST,39356,True,False,None
68,Elliot,WILLIAMS,9/9/02,Girl,Black,KENYA,WILLIAMS,4127 Crummit Lane,Oopstown,ST,68137,True,False,None
69,Giovani,ROBINSON,10/15/06,Boy,Black,LONNIE,HOLLINS,2379 Weekley Street,Oopstown,ST,78217,True,False,None
70,Amani,ESPINOZA,12/25/06,Girl,Hispanic,NELL,ESPINOZA,1001 American Drive,Oopstown,ST,8096,True,False,None
71,Clinton,HUYNH,6/27/10,Boy,AAPI,LYNNETTE,LUU,1024 New York Avenue,Oopstown,ST,90071,True,False,None
72,Jeremiah,MACDONALD,2/14/03,Boy,White,KIRSTEN,MACDONALD,555 Thomas Street,Oopstown,ST,60048,True,False,None
73,Emma,YOST,5/7/05,Girl,White,RHODA,YOST,2540 Ottis Street,Oopstown,ST,74854,True,False,None
74,Hunter,MEYER,11/11/00,Boy,White,STEFANIE,MEYER,2442 Emeral Dreams Drive,Oopstown,ST,60005,True,False,None
75,Harper,GONZALEZ,4/19/05,Boy,Hispanic,LIZZIE,GONZALEZ,2557 Stark Hollow Road,Oopstown,ST,81424,True,False,None
76,Zachary,PEDERSON,9/20/98,Boy,White,JOLENE,PEDERSON,2474 Pin Oak Drive,Oopstown,ST,92705,True,False,None
77,Emmalynn,ARMSTEAD,12/5/05,Girl,Black,MATHEW,ARMSTEAD,2430 Rollins Road,Oopstown,ST,68801,True,False,None
78,Randall,OGLETREE,12/24/98,Boy,Black,BOB,OGLETREE,1940 Walnut Street,Oopstown,ST,39401,True,False,None
79,Asher,NAGY,9/11/98,Boy,White,PETRA,NAGY,1584 Bel Meadow Drive,Oopstown,ST,90017,True,False,None
80,Rey,WILLIAMS,1/30/07,Boy,Black,REVA,WILLIAMS,2659 Farland Street,Oopstown,ST,60154,True,False,None
81,Logan,RUSSO,4/12/06,Boy,White,MARTINA,RUSSO,971 Irving Place,Oopstown,ST,63069,True,False,None
82,Madyson,PANTOJA,12/28/06,Girl,Hispanic,ELMA,PANTOJA,4166 Columbia Boulevard,Oopstown,ST,21215,True,False,None
83,Madison,SHAFFER,11/23/99,Girl,White,MEAGAN,SHAFFER,915 Benson Park Drive,Oopstown,ST,73109,True,False,None
84,Shiloh,JIMENEZ,8/5/05,Girl,Hispanic,SIMONE,JIMENEZ,2975 Palmer Road,Oopstown,ST,43017,True,False,None
85,Izabella,SNYDER,10/11/04,Girl,White,FRANKIE,SNYDER,4717 Khale Street,Oopstown,ST,29488,True,False,None
86,Camden,TROYER,2/20/99,Boy,White,GENE,TROYER,656 Grove Avenue,Oopstown,ST,73521,True,False,None
87,Gustavo,RUSSO,1/17/07,Boy,White,RANDI,RUSSO,2238 Virgil Street,Oopstown,ST,91504,True,False,None
88,Emily,LARSON,11/6/09,Girl,White,KIRSTEN,LARSON,3280 Irish Lane,Oopstown,ST,53532,True,False,None
89,Ayden,WEBER,2/7/00,Boy,White,BARBRA,WEBER,583 Cemetery Street,Oopstown,ST,77098,True,False,None
90,Samson,GALAVIZ,4/28/03,Boy,Hispanic,JODIE,VALTIERRA,1110 Davisson Street,Oopstown,ST,46120,True,False,None
91,Bryanna,FRAUSTO,11/27/00,Girl,Hispanic,MARISOL,FRAUSTO,2396 Byrd Lane,Oopstown,ST,87020,True,False,None
92,Karlie,SMALLS,3/14/07,Girl,Black,NOEMI,WILLIAMS,1877 Bloomfield Way,Oopstown,ST,4261,True,False,None
93,Aubrey,MAYER,12/29/99,Girl,White,LUISA,SCHROEDER,1445 Scenic Way,Oopstown,ST,61813,True,False,None
94,Mohammed,HEALY,11/13/99,Boy,White,LETHA,HEALY,1144 Eagle Drive,Oopstown,ST,48183,True,False,None
95,Scarlette,LEUNG,12/2/04,Girl,AAPI,HALLIE,HO,2962 Berry Street,Oopstown,ST,81149,True,False,None
96,Boden,MOHAMMAD,4/20/99,Boy,Other,ENRIQUE,MOHAMMAD,719 Raintree Boulevard,Oopstown,ST,55415,True,False,None
97,Braden,SCHERER,1/15/05,Boy,White,MAURICE,HANSEN,4926 Broadcast Drive,Oopstown,ST,20005,True,False,None
98,Sandra,WASHINGTON,5/12/07,Girl,Black,MADGE,WASHINGTON,2730 Shinn Street,Oopstown,ST,10004,True,False,None
99,Adrien,ROBINSON,7/29/08,Boy,Black,JORDAN,ROBINSON,561 Owen Lane,Oopstown,ST,44503,True,False,None
100,Arianna,BURDICK,11/22/01,Girl,White,ELMA,BURDICK,4238 Tyler Avenue,Oopstown,ST,33040,True,False,None
101,Isabelle,BRENNAN,5/15/04,Girl,White,RUBEN,LUND,4098 Station Street,Oopstown,ST,78756,True,False,None
102,Rylen,ALI,11/15/98,Boy,Other,ELBA,OMAR,174 George Avenue,Oopstown,ST,36693,True,False,None
103,Samson,BARAJAS,7/27/98,Boy,Hispanic,CATHLEEN,BARAJAS,966 Mount Olive Road,Oopstown,ST,30328,True,False,None
104,Eleanor,NEFF,2/9/06,Girl,White,SOCORRO,NEFF,744 Romrog Way,Oopstown,ST,69150,True,False,None
105,Clinton,NGUY,5/8/98,Boy,AAPI,VIRGIL,NGUY,3389 Shobe Lane,Oopstown,ST,80654,True,False,None
106,Myah,NAJERA,7/18/02,Girl,Hispanic,MARGRET,NAJERA,2846 Public Works Drive,Oopstown,ST,37385,True,False,None
107,Naomi,LUTZ,9/21/02,Girl,White,JAMI,BAUMAN,2470 Caynor Circle,Oopstown,ST,7477,True,False,None
108,Wren,VAZQUEZ,3/19/99,Girl,Hispanic,BETTE,VAZQUEZ,4256 Thunder Road,Oopstown,ST,94301,True,False,None
109,Brooklyn,REILLY,6/29/05,Girl,White,NOLA,REILLY,1039 Glory Road,Oopstown,ST,37040,True,False,None
110,Ayden,METZ,10/24/05,Boy,White,MEAGAN,GRAFF,4123 Snyder Avenue,Oopstown,ST,28210,True,False,None
111,Sadie,HOFFMANN,9/17/08,Girl,White,ROSETTA,HOFFMANN,3750 Woodland Avenue,Oopstown,ST,70112,True,False,None
112,Harry,JIMENEZ,3/14/07,Boy,Hispanic,JOCELYN,ARREDONDO,1526 Derek Drive,Oopstown,ST,44663,True,False,None
113,Kaeden,JACKSON,8/9/07,Boy,Black,CLARISSA,JACKSON,884 Boundary Street,Oopstown,ST,32207,True,False,None
114,Paloma,CHARLESTON,1/30/02,Girl,Black,ODESSA,MCCRAY,3403 West Side Avenue,Oopstown,ST,7042,True,False,None
115,Dylan,SCHNEIDER,11/20/04,Boy,White,KATHARINE,SCHNEIDER,119 Oakwood Circle,Oopstown,ST,92614,True,False,None
116,Ashton,MCNAMARA,5/31/02,Boy,White,ARNOLD,MCNAMARA,675 Boring Lane,Oopstown,ST,94108,True,False,None
117,Van,HEARD,4/30/98,Boy,Black,SASHA,HEARD,3732 Hannah Street,Oopstown,ST,28655,True,False,None
118,Julianne,WILLIAMS,7/10/03,Girl,Black,COLETTE,WILLIAMS,4822 Jim Rosa Lane,Oopstown,ST,94143,True,False,None
119,Dakota,MAGUIRE,12/23/02,Girl,White,KEISHA,MAGUIRE,4017 Concord Street,Oopstown,ST,28090,True,False,None
120,Elliott,KRAUS,1/20/01,Boy,White,PEDRO,KRAUS,1025 Musgrave Street,Oopstown,ST,73102,True,False,None
121,Bodhi,PALACIOS,7/18/09,Boy,Hispanic,GRACIE,PALACIOS,414 Hanover Street,Oopstown,ST,11530,True,False,None
122,Julie,WAHL,6/2/08,Girl,White,ANGELINE,SCHMIDT,483 Village View Drive,Oopstown,ST,33912,True,False,None
123,Ares,WILLIAMS,5/27/01,Boy,Black,ARLINE,WILLIAMS,604 Bingamon Road,Oopstown,ST,44141,True,False,None
124,Moises,WEBER,4/16/01,Boy,White,FRANKIE,WEBER,2897 Kelly Drive,Oopstown,ST,26301,True,False,None
125,Ximena,LARSEN-HEATON,11/20/07,Girl,White,MIA,LARSEN-HEATON,388 Whitetail Lane,Oopstown,ST,75253,True,False,None
126,Camden,CARLSON,10/21/05,Boy,White,ELMA,CARLSON,4145 Hillcrest Lane,Oopstown,ST,92660,True,False,None
127,Scarlette,PATEL,6/7/05,Girl,AAPI,TIA,LU,2448 Coolidge Street,Oopstown,ST,73109,True,False,None
128,Ryland,SHOEMAKER,10/28/98,Boy,White,BRENT,WALSH,3626 Hog Camp Road,Oopstown,ST,28263,True,False,None
129,Sonia,BAE,3/16/00,Girl,AAPI,MILLICENT,KIM,1474 Ryder Avenue,Oopstown,ST,98109,True,False,None
130,Miya,JACKSON,7/18/05,Girl,Black,TED,JACKSON,4572 Hillcrest Lane,Oopstown,ST,92664,True,False,None
131,Tripp,RENTERIA-GONZALEZ,4/1/98,Boy,Hispanic,CHRISTI,RENTERIA-GONZALEZ,4226 Moore Avenue,Oopstown,ST,76104,True,False,None
132,Amos,GONZALEZ,9/20/01,Boy,Hispanic,BEN,GONZALEZ,753 Randolph Street,Oopstown,ST,1501,True,False,None
133,Maverick,FREY,6/21/02,Boy,White,VERNON,SORENSON,3838 Sycamore Street,Oopstown,ST,95054,True,False,None
134,Celine,MONTESDEOCA,12/8/08,Girl,Hispanic,RAFAEL,HERNANDEZ,1771 Callison Lane,Oopstown,ST,19108,True,False,None
135,Cameron,ACKERMAN,11/15/00,Boy,White,RACHELLE,CONKLIN,116 Poplar Street,Oopstown,ST,60061,True,False,None
136,Easton,JACOBSON,7/4/05,Boy,White,LUPE,CHRISTENSEN,1809 Riverside Drive,Oopstown,ST,30741,True,False,None
137,Rex,ROSAS,8/3/02,Boy,Hispanic,PEDRO,ROSAS,3667 Bartlett Avenue,Oopstown,ST,48083,True,False,None
138,Hadleigh,CALLOWAY,4/5/00,Girl,Black,CHRYSTAL,CALLOWAY,2041 Oak Avenue,Oopstown,ST,60007,True,False,None
139,Payton,ESTEP,3/14/09,Girl,White,BRAD,ESTEP,759 Fort Street,Oopstown,ST,28562,True,False,None
140,Khalil,GILLILAND,7/22/09,Boy,White,ZACHARY,GILLILAND,1716 Timbercrest Road,Oopstown,ST,99743,True,False,None
141,Madelyn,KRAUSE,2/23/02,Girl,White,RACHELLE,KRAUSE,2749 Wescam Court,Oopstown,ST,89408,True,False,None
142,Hank,OCHOA,6/26/99,Boy,Hispanic,ELMA,OCHOA,260 Quiet Valley Lane,Oopstown,ST,91403,True,False,None
143,Mohammad,SALGADO,9/11/04,Boy,Hispanic,HELENA,SALGADO,537 Jewell Road,Oopstown,ST,55402,True,False,None
144,Hope,FUNK,1/13/03,Girl,White,LORIE,BERG,4466 Callison Lane,Oopstown,ST,97205,True,False,None
145,Jazlynn,MACIAS,10/30/05,Girl,Hispanic,WESLEY,MANCILLAS,4016 Hickory Ridge Drive,Oopstown,ST,89109,True,False,None
146,Jonah,OCONNELL,8/8/03,Boy,White,CORNELIA,OCONNELL,214 Rhapsody Street,Oopstown,ST,32757,True,False,None
147,Evelyn,SKAGGS,9/18/03,Girl,White,LUISA,SKAGGS,4996 Yorkie Lane,Oopstown,ST,31501,True,False,None
148,Gino,KIM,12/9/04,Boy,AAPI,ENID,SHEN,1556 Eagles Nest Drive,Oopstown,ST,95814,True,False,None
149,Thomas,KRUSE,1/8/03,Boy,White,CHANDRA,KRUSE,1909 Norman Street,Oopstown,ST,90014,True,False,None
150,Liam,NEFF,1/13/08,Boy,White,LORNA,NEFF,3958 Lamberts Branch Road,Oopstown,ST,33301,True,False,None
151,Eleanor,KURTZ,7/16/05,Girl,White,PEDRO,NIELSEN,4937 Half and Half Drive,Oopstown,ST,93721,True,False,None
152,Carly,BAUER,6/3/08,Girl,White,MIA,BAUER,1584 Bel Meadow Drive,Oopstown,ST,90017,True,False,None
153,Jocelynn,PHAN,12/22/05,Girl,AAPI,CHRISTIAN,VO,2673 Tavern Place,Oopstown,ST,80205,True,False,None
154,Anahi,AVALOS,6/17/01,Girl,Hispanic,CLAUDETTE,AVALOS,3204 White River Way,Oopstown,ST,84104,True,False,None
155,Jack,SCHAEFFER,9/2/04,Boy,White,SONDRA,SCHAEFFER,1048 Hinkle Lake Road,Oopstown,ST,60187,True,False,None
156,Elle,CLEVENGER,11/17/01,Girl,White,FRANKIE,CLEVENGER,4854 Sundown Lane,Oopstown,ST,78659,True,False,None
157,Memphis,RAMIREZ,6/2/01,Boy,Hispanic,ARNOLD,RAMIREZ,1397 Barrington Court,Oopstown,ST,72450,True,False,None
158,Gemma,SHAFER,8/25/09,Girl,White,DALE,SHAFER,546 Brown Avenue,Oopstown,ST,29669,True,False,None
159,Finley,NIELSEN,9/9/98,Girl,White,RAE,NIELSEN,1537 Woodland Avenue,Oopstown,ST,70171,True,False,None
160,Jacob,OSWALD,2/12/99,Boy,White,HILARY,OSWALD,4481 East Avenue,Oopstown,ST,62434,True,False,None
161,Messiah,HUBER,10/24/99,Boy,White,LESLIE,HUBER,1730 Kessla Way,Oopstown,ST,29577,True,False,None
162,Cristopher,TRAN,3/29/03,Boy,AAPI,TRACY,TRAN,213 Badger Pond Lane,Oopstown,ST,33610,True,False,None
163,Monroe,DABNEY,7/31/00,Girl,Black,YESENIA,DABNEY,1094 College Street,Oopstown,ST,30030,True,False,None
164,Justice,WINTER-WEINSTEIN,9/25/99,Girl,White,ISABELLE,HESS,1241 Harrison Street,Oopstown,ST,94909,True,False,None
165,Sophie,DANIELSON,8/15/08,Girl,White,DOMINIQUE,DANIELSON,326 Selah Way,Oopstown,ST,5301,True,False,None
166,Davian,WILLIAMS,1/21/10,Boy,Black,CLAUDINE,WILLIAMS,2397 Oak Lane,Oopstown,ST,64106,True,False,None
167,Alfonso,DOZIER,12/24/08,Boy,Black,SASHA,JACKSON,4463 Lake Road,Oopstown,ST,8109,True,False,None
168,Omar,PFEIFFER,7/23/00,Boy,White,ESPERANZA,PFEIFFER,2344 Emeral Dreams Drive,Oopstown,ST,60601,True,False,None
169,Emersyn,SHULTZ,5/15/10,Girl,White,FAY,SWENSON,1821 Bottom Lane,Oopstown,ST,14220,True,False,None
170,Aiyana,AUGUSTE,8/17/01,Girl,Black,ALEXANDRIA,AUGUSTE,3638 Patton Lane,Oopstown,ST,28202,True,False,None
171,Brayden,PETERSEN,4/19/07,Boy,White,VERNON,PETERSEN,4865 Cedar Street,Oopstown,ST,72201,True,False,None
172,Lylah,CARDENAS,9/22/06,Girl,Hispanic,ANGEL,CARDENAS,4991 Ocello Street,Oopstown,ST,92117,True,False,None
173,Olivia,JENSEN,7/8/09,Girl,White,DEAN,JENSEN,13 Swick Hill Street,Oopstown,ST,77515,True,False,None
174,Gavin,TROUT,2/1/09,Boy,White,CHRISTI,OLSON,572 Forest Avenue,Oopstown,ST,10013,True,False,None
175,Destiny,WINTER,10/7/05,Girl,White,SHAUNA,WINTER,1295 Hart Country Lane,Oopstown,ST,31901,True,False,None
176,Scott,SCHULTE,3/8/07,Boy,White,CATHLEEN,KAMINSKI,1713 Roguski Road,Oopstown,ST,71220,True,False,None
177,Nicholas,BARNHART,9/9/10,Boy,White,JANINE,BARNHART,4114 Cottonwood Lane,Oopstown,ST,49503,True,False,None
178,Sadie,FUCHS,8/21/04,Girl,White,ROSALYN,ROTH,1886 Fowler Avenue,Oopstown,ST,30071,True,False,None
179,Marisol,WILLIAMS,8/27/01,Girl,Black,LENORE,WILLIAMS,3127 Deercove Drive,Oopstown,ST,75142,True,False,None
180,Amani,VAZQUEZ,10/13/00,Girl,Hispanic,IMOGENE,URENA,510 Dola Mine Road,Oopstown,ST,27703,True,False,None
181,Priscilla,PELLETIER-HUMMEL,3/10/05,Girl,White,LEOLA,GALLAGHER,4977 Jenna Lane,Oopstown,ST,45245,True,False,None
182,Briley,WILLIAMS,7/19/05,Girl,Black,KURT,WILLIAMS,4131 Ritter Avenue,Oopstown,ST,48075,True,False,None
183,Aliya,WILLIAMS-SINGLETARY,6/15/03,Girl,Black,LORRIE,WILLIAMS-SINGLETARY,1277 Cimmaron Road,Oopstown,ST,92632,True,False,None
184,Jairo,BOLDEN,8/23/01,Boy,Black,ASHLEE,BOLDEN,2125 Oakway Lane,Oopstown,ST,92507,True,False,None
185,Aileen,SCHROEDER,3/26/05,Girl,White,PETRA,SCHROEDER,774 Patton Lane,Oopstown,ST,27603,True,False,None
186,Steve,ROBINSON,6/15/10,Boy,Black,EARLINE,ROBINSON,2455 Cody Ridge Road,Oopstown,ST,73105,True,False,None
187,Vanessa,BOYLE-HAMMER,12/14/06,Girl,White,COREY,BOYLE-HAMMER,2839 Wiseman Street,Oopstown,ST,92805,True,False,None
188,Arely,HUERTA-RAMIREZ,1/31/99,Girl,Hispanic,MARISA,HUERTA-RAMIREZ,4864 Nickel Road,Oopstown,ST,90017,True,False,None
189,Meadow,JEANLOUIS-JOSEPH,10/11/05,Girl,Black,MARGERY,JEANLOUIS-JOSEPH,3249 Valley Lane,Oopstown,ST,78723,True,False,None
190,Liberty,MEYER,2/12/03,Girl,White,RACHELLE,MEYER,4312 Coventry Court,Oopstown,ST,39531,True,False,None
191,Leo,BRENNAN,3/17/04,Boy,White,MAURICE,BRENNAN,704 Sugar Camp Road,Oopstown,ST,55402,True,False,None
192,Giancarlo,JACKSON,9/16/02,Boy,Black,LIZA,JACKSON,4182 Tenmile Road,Oopstown,ST,1890,True,False,None
193,Nora,BLANK,2/28/02,Girl,White,TRUDY,BLANK,2368 Roosevelt Wilson Lane,Oopstown,ST,92407,True,False,None
194,Roger,BARRAZA,1/9/98,Boy,Hispanic,LEILA,BARRAZA,4226 Moore Avenue,Oopstown,ST,76104,True,False,None
195,Misael,WILLIAMS,4/12/08,Boy,Black,REVA,WILLIAMS,2970 White Oak Drive,Oopstown,ST,64055,True,False,None
196,Holland,JEAN,8/15/08,Girl,Black,DARCY,JEAN,4098 Station Street,Oopstown,ST,78756,True,False,None
197,Kimber,CASTELAN,2/3/00,Girl,Hispanic,JANINE,CASTELAN,259 Stewart Street,Oopstown,ST,46202,True,False,None
198,Macey,PATEL,4/12/04,Girl,AAPI,DEENA,PATEL,1524 Fleming Street,Oopstown,ST,36330,True,False,None
199,Evelyn,SCHMIDT,3/28/09,Girl,White,CHARITY,KAISER,2320 Ella Street,Oopstown,ST,94005,True,False,None
200,Elijah,RASMUSSEN,2/18/05,Boy,White,MARCY,SNYDER,1397 Adams Drive,Oopstown,ST,77002,True,False,None
201,Luciano,NAGY,12/22/99,Boy,White,SUSANNE,DOHERTY,950 Still Pastures Drive,Oopstown,ST,29201,True,False,None
202,Stephen,SWARTZ,6/23/03,Boy,White,TRUDY,SWARTZ,411 Park Avenue,Oopstown,ST,95814,True,False,None
